defined_class	defined_class_label	neuron_type	neuron_type_label	Landgraf_name	Hoang_name	Doe_name	neuromere	neuromere_label	neuromere_short	alt_segment_long	alt_segment_short	Ib_muscle	Ib_muscle_label	Is_muscle	Is_muscle_label	II_muscle	II_muscle_label	III_muscle	III_muscle_label	nerve	nerve_label
FBbt:00002251	larval ventral VUM motor neuron of abdominal 4 neuromere	FBbt:00110297	ventral VUM motor neuron	ventral VUM	MNSNb/d-II		FBbt:00111036	larval abdominal 4 neuromere	A4							FBbt:00000796|FBbt:00000802|FBbt:00000793|FBbt:00000803|FBbt:00000792|FBbt:00000795|FBbt:00000797	muscle cell of abdominal 4 ventral oblique muscle 5|muscle cell of abdominal 4 ventral longitudinal muscle 1|muscle cell of abdominal 4 ventral oblique muscle 2|muscle cell of abdominal 4 ventral longitudinal muscle 2|muscle cell of abdominal 4 ventral oblique muscle 1|muscle cell of abdominal 4 ventral oblique muscle 4|muscle cell of abdominal 4 ventral oblique muscle 6				
FBbt:00002252	larval ventral VUM motor neuron of abdominal 5 neuromere	FBbt:00110297	ventral VUM motor neuron	ventral VUM	MNSNb/d-II		FBbt:00111037	larval abdominal 5 neuromere	A5							FBbt:00000841|FBbt:00000848|FBbt:00000842|FBbt:00000840|FBbt:00000847|FBbt:00000838|FBbt:00000837	muscle cell of abdominal 5 ventral oblique muscle 5|muscle cell of abdominal 5 ventral longitudinal muscle 2|muscle cell of abdominal 5 ventral oblique muscle 6|muscle cell of abdominal 5 ventral oblique muscle 4|muscle cell of abdominal 5 ventral longitudinal muscle 1|muscle cell of abdominal 5 ventral oblique muscle 2|muscle cell of abdominal 5 ventral oblique muscle 1				
FBbt:00002253	larval ventral VUM motor neuron of abdominal 6 neuromere	FBbt:00110297	ventral VUM motor neuron	ventral VUM	MNSNb/d-II		FBbt:00111038	larval abdominal 6 neuromere	A6							FBbt:00000882|FBbt:00000887|FBbt:00000883|FBbt:00000885|FBbt:00000892|FBbt:00000886|FBbt:00000893	muscle cell of abdominal 6 ventral oblique muscle 1|muscle cell of abdominal 6 ventral oblique muscle 6|muscle cell of abdominal 6 ventral oblique muscle 2|muscle cell of abdominal 6 ventral oblique muscle 4|muscle cell of abdominal 6 ventral longitudinal muscle 1|muscle cell of abdominal 6 ventral oblique muscle 5|muscle cell of abdominal 6 ventral longitudinal muscle 2				
FBbt:00002254	larval ventral VUM motor neuron of abdominal 7 neuromere	FBbt:00110297	ventral VUM motor neuron	ventral VUM	MNSNb/d-II		FBbt:00111039	larval abdominal 7 neuromere	A7							FBbt:00000938|FBbt:00000928|FBbt:00000937|FBbt:00000932|FBbt:00000930|FBbt:00000931|FBbt:00000927	muscle cell of abdominal 7 ventral longitudinal muscle 2|muscle cell of abdominal 7 ventral oblique muscle 2|muscle cell of abdominal 7 ventral longitudinal muscle 1|muscle cell of abdominal 7 ventral oblique muscle 6|muscle cell of abdominal 7 ventral oblique muscle 4|muscle cell of abdominal 7 ventral oblique muscle 5|muscle cell of abdominal 7 ventral oblique muscle 1				
FBbt:00047502	larval VL1 motor neuron of metathoracic neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000651	muscle cell of abdominal 1 ventral longitudinal muscle 1								
FBbt:00047503	larval VL1 motor neuron of abdominal 1 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000712	muscle cell of abdominal 2 ventral longitudinal muscle 1								
FBbt:00047504	larval VL1 motor neuron of abdominal 2 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000757	muscle cell of abdominal 3 ventral longitudinal muscle 1								
FBbt:00047505	larval VL1 motor neuron of abdominal 3 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000802	muscle cell of abdominal 4 ventral longitudinal muscle 1								
FBbt:00047506	larval VL1 motor neuron of abdominal 4 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000847	muscle cell of abdominal 5 ventral longitudinal muscle 1								
FBbt:00047507	larval VL1 motor neuron of abdominal 5 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000892	muscle cell of abdominal 6 ventral longitudinal muscle 1								
FBbt:00047508	larval VL1 motor neuron of abdominal 6 neuromere	FBbt:00047469	VL1 motor neuron	VL1	MN12-Ib		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000937	muscle cell of abdominal 7 ventral longitudinal muscle 1								
FBbt:00047491	larval VL2 motor neuron of metathoracic neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000652	muscle cell of abdominal 1 ventral longitudinal muscle 2								
FBbt:00047492	larval VL2 motor neuron of abdominal 1 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000713	muscle cell of abdominal 2 ventral longitudinal muscle 2								
FBbt:00047493	larval VL2 motor neuron of abdominal 2 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000758	muscle cell of abdominal 3 ventral longitudinal muscle 2								
FBbt:00047494	larval VL2 motor neuron of abdominal 3 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000803	muscle cell of abdominal 4 ventral longitudinal muscle 2								
FBbt:00047495	larval VL2 motor neuron of abdominal 4 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000848	muscle cell of abdominal 5 ventral longitudinal muscle 2								
FBbt:00047496	larval VL2 motor neuron of abdominal 5 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000893	muscle cell of abdominal 6 ventral longitudinal muscle 2								
FBbt:00047497	larval VL2 motor neuron of abdominal 6 neuromere	FBbt:00110292	A1-7 VL2 motor neuron	VL2	MN13-Ib		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000938	muscle cell of abdominal 7 ventral longitudinal muscle 2								
FBbt:00002216	larval VL3/4 motor neuron of metathoracic neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000654|FBbt:00000653	muscle cell of abdominal 1 ventral longitudinal muscle 4|muscle cell of abdominal 1 ventral longitudinal muscle 3								
FBbt:00002217	larval VL3/4 motor neuron of abdominal 1 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2										
FBbt:00002218	larval VL3/4 motor neuron of abdominal 2 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000759|FBbt:00000760	muscle cell of abdominal 3 ventral longitudinal muscle 3|muscle cell of abdominal 3 ventral longitudinal muscle 4								
FBbt:00002219	larval VL3/4 motor neuron of abdominal 3 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000804|FBbt:00000805	muscle cell of abdominal 4 ventral longitudinal muscle 3|muscle cell of abdominal 4 ventral longitudinal muscle 4								
FBbt:00002220	larval VL3/4 motor neuron of abdominal 4 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000849|FBbt:00000850	muscle cell of abdominal 5 ventral longitudinal muscle 3|muscle cell of abdominal 5 ventral longitudinal muscle 4								
FBbt:00002221	larval VL3/4 motor neuron of abdominal 5 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000894|FBbt:00000895	muscle cell of abdominal 6 ventral longitudinal muscle 3|muscle cell of abdominal 6 ventral longitudinal muscle 4								
FBbt:00002222	larval VL3/4 motor neuron of abdominal 6 neuromere	FBbt:00001455	RP3 motor neuron	VL3/4	MN6/7-Ib	RP3	FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000939|FBbt:00000940	muscle cell of abdominal 7 ventral longitudinal muscle 3|muscle cell of abdominal 7 ventral longitudinal muscle 4								
FBbt:00002224	larval VO1 motor neuron of metathoracic neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000666	muscle cell of abdominal 1 ventral oblique muscle 1								
FBbt:00002225	larval VO1 motor neuron of abdominal 1 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000702	muscle cell of abdominal 2 ventral oblique muscle 1								
FBbt:00002226	larval VO1 motor neuron of abdominal 2 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000747	muscle cell of abdominal 3 ventral oblique muscle 1								
FBbt:00002227	larval VO1 motor neuron of abdominal 3 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000792	muscle cell of abdominal 4 ventral oblique muscle 1								
FBbt:00002228	larval VO1 motor neuron of abdominal 4 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000837	muscle cell of abdominal 5 ventral oblique muscle 1								
FBbt:00002229	larval VO1 motor neuron of abdominal 5 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000882	muscle cell of abdominal 6 ventral oblique muscle 1								
FBbt:00002230	larval VO1 motor neuron of abdominal 6 neuromere	FBbt:00001456	RP4 motor neuron	VO1	MN30-Ib	RP4	FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000927	muscle cell of abdominal 7 ventral oblique muscle 1								
FBbt:00002200	larval VO2 motor neuron of metathoracic neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000667	muscle cell of abdominal 1 ventral oblique muscle 2								
FBbt:00002201	larval VO2 motor neuron of abdominal 1 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000703	muscle cell of abdominal 2 ventral oblique muscle 2								
FBbt:00002202	larval VO2 motor neuron of abdominal 2 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000748	muscle cell of abdominal 3 ventral oblique muscle 2								
FBbt:00002203	larval VO2 motor neuron of abdominal 3 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000793	muscle cell of abdominal 4 ventral oblique muscle 2								
FBbt:00002204	larval VO2 motor neuron of abdominal 4 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000838	muscle cell of abdominal 5 ventral oblique muscle 2								
FBbt:00002205	larval VO2 motor neuron of abdominal 5 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000883	muscle cell of abdominal 6 ventral oblique muscle 2								
FBbt:00002206	larval VO2 motor neuron of abdominal 6 neuromere	FBbt:00001452	RP1 motor neuron	VO2	MN14-Ib	RP1	FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000928	muscle cell of abdominal 7 ventral oblique muscle 2								
FBbt:00048804	larval VO3 motor neuron of metathoracic neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000670	muscle cell of abdominal 1 ventral oblique muscle 3								
FBbt:00048805	larval VO3 motor neuron of abdominal 1 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000704	muscle cell of abdominal 2 ventral oblique muscle 3								
FBbt:00048806	larval VO3 motor neuron of abdominal 2 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000749	muscle cell of abdominal 3 ventral oblique muscle 3								
FBbt:00048807	larval VO3 motor neuron of abdominal 3 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000794	muscle cell of abdominal 4 ventral oblique muscle 3								
FBbt:00048808	larval VO3 motor neuron of abdominal 4 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000839	muscle cell of abdominal 5 ventral oblique muscle 3								
FBbt:00048809	larval VO3 motor neuron of abdominal 5 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000884	muscle cell of abdominal 6 ventral oblique muscle 3								
FBbt:00048810	larval VO3 motor neuron of abdominal 6 neuromere	FBbt:00110282	VO3 motor neuron	VO3	MN28-Ib		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000929	muscle cell of abdominal 7 ventral oblique muscle 3								
FBbt:00048853	larval VO4-6 motor neuron of abdominal 1 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000707|FBbt:00000706|FBbt:00000705	muscle cell of abdominal 2 ventral oblique muscle 6|muscle cell of abdominal 2 ventral oblique muscle 5|muscle cell of abdominal 2 ventral oblique muscle 4								
FBbt:00048854	larval VO4-6 motor neuron of abdominal 2 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000751|FBbt:00000750|FBbt:00000752	muscle cell of abdominal 3 ventral oblique muscle 5|muscle cell of abdominal 3 ventral oblique muscle 4|muscle cell of abdominal 3 ventral oblique muscle 6								
FBbt:00048855	larval VO4-6 motor neuron of abdominal 3 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000795|FBbt:00000797|FBbt:00000796	muscle cell of abdominal 4 ventral oblique muscle 4|muscle cell of abdominal 4 ventral oblique muscle 6|muscle cell of abdominal 4 ventral oblique muscle 5								
FBbt:00048856	larval VO4-6 motor neuron of abdominal 4 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000840|FBbt:00000842|FBbt:00000841	muscle cell of abdominal 5 ventral oblique muscle 4|muscle cell of abdominal 5 ventral oblique muscle 6|muscle cell of abdominal 5 ventral oblique muscle 5								
FBbt:00048857	larval VO4-6 motor neuron of abdominal 5 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000885|FBbt:00000887|FBbt:00000886	muscle cell of abdominal 6 ventral oblique muscle 4|muscle cell of abdominal 6 ventral oblique muscle 6|muscle cell of abdominal 6 ventral oblique muscle 5								
FBbt:00048858	larval VO4-6 motor neuron of abdominal 6 neuromere	FBbt:00110289	VO4-6 motor neuron	VO4-6	MN15/16/17-Ib		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000931|FBbt:00000932|FBbt:00000930	muscle cell of abdominal 7 ventral oblique muscle 5|muscle cell of abdominal 7 ventral oblique muscle 6|muscle cell of abdominal 7 ventral oblique muscle 4								
FBbt:00048846	larval VO4/5 motor neuron of metathoracic neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111032	larval metathoracic neuromere	T3	abdominal 1	A1	FBbt:00000669|FBbt:00000668|FBbt:00000637	muscle cell of abdominal 1 ventral oblique muscle 5|muscle cell of abdominal 1 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 1								
FBbt:00048847	larval VO4/5 motor neuron of abdominal 1 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000682|FBbt:00000706|FBbt:00000705	hypodermal muscle cell of larval abdominal 2|muscle cell of abdominal 2 ventral oblique muscle 5|muscle cell of abdominal 2 ventral oblique muscle 4								
FBbt:00048848	larval VO4/5 motor neuron of abdominal 2 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000751|FBbt:00000750|FBbt:00000727	muscle cell of abdominal 3 ventral oblique muscle 5|muscle cell of abdominal 3 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 3								
FBbt:00048849	larval VO4/5 motor neuron of abdominal 3 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000796|FBbt:00000795|FBbt:00000772	muscle cell of abdominal 4 ventral oblique muscle 5|muscle cell of abdominal 4 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 4								
FBbt:00048850	larval VO4/5 motor neuron of abdominal 4 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000840|FBbt:00000817|FBbt:00000841	muscle cell of abdominal 5 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 5|muscle cell of abdominal 5 ventral oblique muscle 5								
FBbt:00048851	larval VO4/5 motor neuron of abdominal 5 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000862|FBbt:00000886|FBbt:00000885	hypodermal muscle cell of larval abdominal 6|muscle cell of abdominal 6 ventral oblique muscle 5|muscle cell of abdominal 6 ventral oblique muscle 4								
FBbt:00048852	larval VO4/5 motor neuron of abdominal 6 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000930|FBbt:00000931|FBbt:00000907	muscle cell of abdominal 7 ventral oblique muscle 4|muscle cell of abdominal 7 ventral oblique muscle 5|hypodermal muscle cell of larval abdominal 7								
FBbt:00048811	larval VT1 motor neuron of abdominal 1 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000726	muscle cell of abdominal 2 ventral transverse muscle 1								
FBbt:00048812	larval VT1 motor neuron of abdominal 2 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000771	muscle cell of abdominal 3 ventral transverse muscle 1								
FBbt:00048813	larval VT1 motor neuron of abdominal 3 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000816	muscle cell of abdominal 4 ventral transverse muscle 1								
FBbt:00048814	larval VT1 motor neuron of abdominal 4 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000861	muscle cell of abdominal 5 ventral transverse muscle 1								
FBbt:00048815	larval VT1 motor neuron of abdominal 5 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000906	muscle cell of abdominal 6 ventral transverse muscle 1								
FBbt:00048816	larval VT1 motor neuron of abdominal 6 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000951	muscle cell of abdominal 7 ventral transverse muscle 1								
